clean_name,Voto,Fantavoto,Giornata
akanji,6.5,6.5,13
bisseck,6.0,6.0,13
zielinski,6.5,6.5,13
barella,6.5,7.5,13
calhanoglu,6.5,6.5,13
luis henrique,5.5,5.5,13
diouf,6.5,6.5,13
sucic p,5.5,5.5,13
martinez l,7.5,13.5,13
thuram,5.5,5.5,13
esposito fp,7.0,8.0,13
chivu,7.0,7.0,13
perin,6.0,5.0,13
kalulu,6.5,7.5,13
cambiaso,6.0,5.5,13
kelly l,6.0,6.0,13
locatelli,6.0,6.0,13
kostic,5.0,5.0,13
mckennie,6.5,6.5,13
thuram k,6.5,6.5,13
koopmeiners,6.0,6.0,13
miretti,6.0,6.0,13
conceicao,6.5,6.5,13
vlahovic,6.0,6.0,13
david,5.5,5.5,13
yildiz,7.5,13.5,13
spalletti,6.5,6.5,13
provedel,6.0,5.0,13
romagnoli,6.0,5.5,13
marusic,6.0,6.0,13
pellegrini lu,5.5,5.0,13
gila,5.5,5.5,13
vecino,6.0,6.0,13
zaccagni,6.0,5.5,13
guendouzi,6.0,6.0,13
basic,6.0,6.0,13
isaksen,6.0,6.0,13
dele-bashiru,5.5,5.5,13
pedro,6.0,6.0,13
dia,5.5,5.5,13
castellanos,6.0,6.0,13
sarri,5.5,5.5,13
falcone,7.5,9.5,13
gallo,6.5,6.5,13
gaspar k,6.5,6.5,13
tiago gabriel,6.0,6.0,13
veiga d,6.0,5.5,13
sottil,6.0,6.0,13
coulibaly l,7.0,10.0,13
berisha m,7.5,9.5,13
ramadani,5.5,5.0,13
pierotti,5.5,5.5,13
tete morente,4.5,4.5,13
banda,7.0,10.0,13
stulic,5.5,5.5,13
di francesco,6.5,6.5,13
maignan,7.0,7.0,13
gabbia,6.5,6.0,13
tomori,6.5,7.0,13
pavlovic,6.0,6.0,13
bartesaghi,6.5,6.5,13
rabiot,6.0,6.0,13
modric,6.0,6.0,13
loftus-cheek,6.0,6.0,13
fofana y,6.0,6.0,13
saelemaekers,6.5,6.5,13
leao,7.0,10.0,13
nkunku,5.0,5.0,13
allegri,6.5,5.5,13
milinkovic-savic v,6.5,6.5,13
buongiorno,6.5,6.5,13
di lorenzo,6.5,6.5,13
rrahmani,7.0,7.0,13
olivera,6.0,5.5,13
beukema,6.0,5.5,13
politano,6.0,6.0,13
lobotka,6.0,5.5,13
mctominay,6.5,6.5,13
neres,7.0,10.0,13
hojlund,6.5,7.5,13
lang,6.0,6.0,13
conte,7.0,7.0,13
corvi,5.0,3.0,13
valenti,5.0,5.0,13
valeri,6.0,6.0,13
delprato,5.5,5.5,13
troilo,4.5,3.5,13
britschgi,5.0,5.0,13
hernani,5.5,5.5,13
estevez,5.0,5.0,13
bernabè,5.5,5.5,13
keita m,5.5,5.0,13
ondrejka,5.5,5.5,13
sorensen o,6.0,6.0,13
cutrone,5.5,5.5,13
pellegrino m,6.0,6.0,13
cuesta,5.0,5.0,13
scuffet,6.0,4.0,13
albiol,5.5,5.0,13
caracciolo a,5.5,5.0,13
canestrelli,5.5,5.5,13
angori,6.0,6.0,13
leris,5.5,5.5,13
tramoni m,5.5,5.5,13
aebischer,5.0,5.0,13
piccinini g,6.5,6.5,13
tourè i,6.0,6.0,13
marin m,6.0,6.0,13
nzola,6.5,6.5,13
meister,6.0,6.0,13
gilardino,5.5,5.5,13
svilar,6.5,5.5,13
mancini,6.0,6.0,13
ndicka,5.5,5.0,13
celik,6.0,6.0,13
hermoso,6.0,6.0,13
wesley,5.5,5.5,13
pellegrini lo,6.5,6.5,13
cristante,5.0,4.5,13
konè m,5.0,5.0,13
baldanzi,6.0,5.5,13
el aynaoui,6.0,6.0,13
dybala,6.0,6.0,13
soulè,5.0,5.0,13
ferguson e,5.5,5.5,13
gasperini,5.0,5.0,13
muric,5.5,3.5,13
walukiewicz,6.0,6.0,13
doig,6.0,6.0,13
idzes,5.0,5.0,13
muharemovic,5.0,5.0,13
matic,6.0,6.0,13
volpato,5.5,5.5,13
thorstvedt,6.0,6.0,13
konè i,5.0,4.5,13
fadera,5.5,5.5,13
berardi,6.0,6.0,13
pinamonti,5.0,5.0,13
laurientè,5.5,5.5,13
moro l,5.5,5.5,13
grosso,5.5,5.5,13
israel,6.0,4.0,13
masina,6.0,6.0,13
lazaro,6.0,6.0,13
maripan,5.5,5.5,13
nkounkou,5.5,5.5,13
pedersen,5.5,5.5,13
coco,6.0,5.5,13
tameze,5.0,5.0,13
vlasic,6.0,7.0,13
asllani,4.5,1.5,13
casadei,5.5,5.0,13
gineitis,5.0,5.0,13
zapata d,6.0,6.0,13
ngonge,5.5,5.0,13
adams c,6.5,9.5,13
aboukhlal,5.5,5.5,13
baroni,5.0,5.0,13
okoye,6.0,6.0,13
kabasele,6.5,6.5,13
zanoli,6.0,6.0,13
bertola,7.0,8.0,13
zemura,6.0,6.0,13
solet,6.5,6.5,13
zaniolo,7.0,10.0,13
karlstrom,7.0,7.0,13
ekkelenkamp,6.0,6.0,13
atta,6.0,5.5,13
piotrowski,6.0,6.0,13
davis k,7.5,10.0,13
buksa,6.0,6.0,13
runjaic,7.0,6.0,13
montipò,6.0,4.0,13
bradaric,6.0,6.0,13
frese,5.5,5.5,13
unai nunez,6.0,5.5,13
valentini n,5.5,5.5,13
nelsson,5.5,5.5,13
belghali,6.5,9.5,13
gagliardini,5.5,5.0,13
niasse,5.5,5.5,13
bernede,5.5,5.5,13
sarr a,5.5,5.5,13
orban g,5.5,5.5,13
mosquera,6.5,6.0,13
giovane,6.0,6.0,13
zanetti,5.0,5.0,13
