clean_name,Voto,Fantavoto,Giornata
luperto,5.5,5.5,7
mina,5.5,5.5,7
zappa,6.0,6.0,7
obert,5.0,5.0,7
palestra,6.5,6.5,7
zè pedro,5.0,5.0,7
gaetano,5.5,5.5,7
adopo,5.5,5.5,7
folorunsho,6.0,6.0,7
prati,6.0,6.0,7
felici,5.0,5.0,7
esposito se,6.0,5.5,7
luvumbo,6.0,6.0,7
borrelli,5.5,5.5,7
pisacane,5.5,5.5,7
butez,6.0,6.0,7
diego carlos,6.0,5.5,7
vojvoda,6.5,6.5,7
moreno alb,6.0,5.5,7
valle,6.0,6.0,7
ramon,6.0,6.0,7
kempf,7.5,10.5,7
smolcic i,6.0,5.5,7
caqueret,5.5,5.5,7
da cunha,6.5,6.5,7
perrone,7.0,8.0,7
paz n,8.0,12.0,7
morata,6.0,6.0,7
douvikas,6.5,6.5,7
fabregas,7.0,7.0,7
silvestri,6.0,5.0,7
bianchetti,6.0,6.0,7
pezzella giu,5.5,5.5,7
terracciano f,7.0,10.0,7
baschirotto,5.5,5.5,7
barbieri,6.0,6.0,7
vazquez,6.5,6.5,7
bondo,6.0,6.0,7
zerbin,5.5,5.0,7
payero,6.0,5.5,7
sarmiento j,6.0,6.0,7
vandeputte,6.5,7.0,7
lordkipanidze d,6.0,6.0,7
bonazzoli,6.0,6.0,7
vardy,5.5,5.0,7
nicola,6.0,6.0,7
de gea,6.0,4.0,7
gosens,6.5,9.5,7
ranieri l,6.5,6.0,7
marì,6.0,6.0,7
parisi,5.5,5.0,7
pongracic,6.0,6.0,7
dodò,6.0,6.0,7
mandragora,6.0,6.0,7
nicolussi caviglia,6.0,5.5,7
fagioli,6.0,6.0,7
gudmundsson a,6.0,6.0,7
fazzini,6.0,6.0,7
kean,6.0,6.0,7
piccoli,5.5,5.5,7
pioli,5.5,5.5,7
leali,6.0,6.0,7
sabelli,6.0,6.0,7
vasquez,6.5,6.5,7
ostigard,6.0,6.0,7
norton-cuffy,6.0,6.0,7
malinovskyi,5.5,5.0,7
cornet,4.5,1.5,7
frendrup,6.0,6.0,7
ellertsson,5.5,5.5,7
carboni v,5.5,5.5,7
masini,6.5,6.5,7
venturino,6.0,6.0,7
colombo,5.5,5.0,7
ekuban,5.5,5.5,7
vitinha o,6.0,6.0,7
ekhator,6.5,6.5,7
vieira p,6.0,6.0,7
sommer,6.5,6.5,7
dimarco,6.0,6.0,7
acerbi,6.5,6.5,7
bastoni,6.5,6.5,7
akanji,6.5,6.5,7
dumfries,6.0,6.0,7
barella,6.5,7.5,7
calhanoglu,6.5,6.5,7
mkhitaryan,6.5,6.0,7
frattesi,6.0,6.0,7
sucic p,6.0,5.5,7
martinez l,5.5,5.0,7
bonny,7.0,10.0,7
esposito fp,6.0,6.0,7
chivu,7.0,7.0,7
di gregorio,6.0,4.0,7
rugani,5.5,5.5,7
kalulu,5.5,5.5,7
cambiaso,5.5,5.5,7
kelly l,6.0,5.5,7
locatelli,6.0,6.0,7
mckennie,5.5,5.5,7
thuram k,6.0,6.0,7
koopmeiners,5.0,5.0,7
conceicao,5.5,5.5,7
vlahovic,5.5,5.5,7
david,5.0,5.0,7
yildiz,6.0,6.0,7
tudor,3.0,3.0,7
provedel,6.5,6.5,7
romagnoli,6.0,6.0,7
marusic,6.0,6.0,7
tavares n,5.5,5.5,7
gila,7.0,7.0,7
vecino,6.0,6.0,7
cataldi,5.5,5.5,7
zaccagni,6.0,6.0,7
guendouzi,6.0,6.0,7
basic,6.5,6.5,7
isaksen,6.0,6.0,7
pedro,6.0,6.0,7
cancellieri,6.0,6.0,7
dia,5.0,5.0,7
sarri,6.5,6.5,7
falcone,6.0,5.5,7
gallo,6.0,6.0,7
gaspar k,6.5,6.5,7
tiago gabriel,6.5,6.5,7
veiga d,6.0,5.5,7
coulibaly l,5.5,5.5,7
helgason,6.0,6.0,7
berisha m,5.5,5.5,7
ramadani,6.0,6.0,7
pierotti,5.5,5.5,7
tete morente,5.5,5.5,7
banda,5.5,5.5,7
camarda,6.0,6.0,7
stulic,6.0,6.0,7
di francesco,6.0,6.0,7
maignan,5.0,4.0,7
gabbia,5.5,5.5,7
tomori,6.0,5.5,7
pavlovic,6.0,6.0,7
bartesaghi,6.0,6.0,7
athekame,5.5,5.0,7
modric,6.5,6.5,7
fofana y,6.0,5.5,7
saelemaekers,5.5,5.5,7
ricci s,6.0,6.0,7
leao,7.5,13.5,7
gimenez,6.5,6.5,7
allegri,6.5,6.5,7
milinkovic-savic v,6.0,5.0,7
juan jesus,5.5,5.0,7
spinazzola,6.5,6.5,7
buongiorno,6.0,6.0,7
di lorenzo,5.5,5.5,7
olivera,5.0,5.0,7
beukema,5.5,5.5,7
politano,6.5,6.5,7
de bruyne,6.0,6.0,7
zambo anguissa,6.0,6.0,7
elmas,5.5,5.5,7
gilmour,5.0,5.0,7
neres,5.5,5.5,7
lucca,5.0,5.0,7
lang,6.0,5.5,7
ambrosino,5.5,5.5,7
conte,5.5,5.5,7
suzuki,8.0,11.0,7
valenti,6.5,6.5,7
circati,6.5,6.5,7
delprato,6.0,6.0,7
ndiaye,4.0,3.0,7
troilo,5.0,4.5,7
britschgi,5.5,5.0,7
estevez,5.5,5.0,7
bernabè,6.0,6.0,7
keita m,6.5,6.5,7
ordonez c,6.0,6.0,7
sorensen o,6.0,6.0,7
cutrone,6.0,6.0,7
almqvist,6.0,6.0,7
pellegrino m,5.5,5.5,7
cuesta,6.0,6.0,7
semper,6.0,6.0,7
albiol,6.5,6.5,7
cuadrado,6.0,6.0,7
caracciolo a,6.0,6.0,7
bonfanti,6.0,6.0,7
canestrelli,6.5,6.0,7
angori,5.5,5.5,7
leris,6.0,6.0,7
aebischer,5.5,5.5,7
akinsanmiro,5.5,5.0,7
piccinini g,6.0,5.5,7
marin m,6.0,6.0,7
nzola,5.5,5.5,7
moreo,5.5,5.5,7
gilardino,5.5,5.5,7
svilar,5.5,4.5,7
mancini,6.5,6.5,7
ndicka,5.0,4.5,7
celik,5.5,5.5,7
hermoso,5.5,5.0,7
wesley,6.0,6.0,7
ziolkowski,6.0,5.5,7
pellegrini lo,5.5,5.5,7
cristante,6.0,6.0,7
bailey,6.0,6.0,7
konè m,6.5,6.5,7
baldanzi,6.0,5.5,7
dybala,6.0,6.0,7
soulè,5.5,5.5,7
dovbyk,5.0,5.0,7
gasperini,5.5,5.5,7
muric,6.0,6.0,7
romagna,6.0,6.0,7
walukiewicz,6.5,6.5,7
doig,6.0,5.5,7
idzes,6.5,6.5,7
candè,6.0,6.0,7
matic,6.0,6.0,7
vranckx,5.5,5.5,7
thorstvedt,5.5,5.5,7
iannoni,6.0,6.0,7
berardi,5.5,5.0,7
pierini,6.0,6.0,7
pinamonti,5.5,5.5,7
laurientè,5.5,5.5,7
cheddira,5.5,5.5,7
grosso,6.0,6.0,7
israel,6.0,5.5,7
biraghi,6.0,6.0,7
maripan,6.5,6.5,7
nkounkou,6.0,6.0,7
pedersen,5.5,5.5,7
coco,7.0,7.0,7
tameze,7.0,7.0,7
vlasic,6.5,6.5,7
asllani,6.0,6.0,7
casadei,6.0,6.0,7
gineitis,5.5,5.5,7
simeone,7.5,10.5,7
ngonge,5.5,5.5,7
adams c,6.5,6.5,7
baroni,7.0,7.0,7
okoye,6.0,5.0,7
kabasele,6.0,5.5,7
zanoli,6.5,7.5,7
kamara h,6.0,6.0,7
goglichidze,5.5,5.0,7
solet,5.0,5.0,7
zaniolo,7.0,10.0,7
karlstrom,6.0,6.0,7
ekkelenkamp,6.0,6.0,7
atta,6.5,6.5,7
piotrowski,6.0,6.0,7
davis k,6.0,6.0,7
bayo v,6.0,6.0,7
buksa,6.0,6.0,7
runjaic,6.0,6.0,7
montipò,6.0,6.0,7
frese,6.0,5.5,7
unai nunez,6.5,6.0,7
valentini n,6.0,6.0,7
nelsson,6.5,6.5,7
belghali,6.0,6.0,7
cham,5.5,5.5,7
gagliardini,5.5,5.5,7
akpa akpro,6.0,6.0,7
serdar,6.5,6.5,7
bernede,6.0,6.0,7
sarr a,6.0,6.0,7
orban g,5.0,5.0,7
mosquera,6.0,6.0,7
giovane,5.5,5.5,7
zanetti,5.5,5.5,7
carnesecchi,6.5,5.5,8
djimsiti,5.5,5.5,8
bellanova,5.5,5.5,8
hien,6.0,6.0,8
de roon,6.0,6.0,8
pasalic,5.5,5.5,8
brescianini,7.0,10.0,8
samardzic,6.5,6.5,8
zalewski,6.0,6.0,8
ederson ds,6.5,6.5,8
scamacca,6.0,5.5,8
lookman,6.0,6.0,8
de ketelaere,5.5,5.5,8
krstovic,5.0,5.0,8
juric,5.5,5.5,8
skorupski,7.0,5.0,8
miranda j,6.5,6.5,8
holm,6.0,6.0,8
lucumì,6.0,5.5,8
heggem,6.0,6.0,8
bernardeschi,5.0,5.0,8
freuler,6.0,5.5,8
orsolini,6.0,6.0,8
pobega,5.5,5.5,8
ferguson,5.5,5.5,8
fabbian,6.0,6.0,8
rowe,6.0,5.5,8
cambiaghi,7.0,10.0,8
castro s,7.0,10.0,8
dallinga,6.0,6.0,8
italiano,6.0,6.0,8
caprile,7.5,5.5,8
zappa,5.0,5.0,8
obert,6.0,6.5,8
palestra,5.5,5.5,8
idrissi r,6.5,9.5,8
zè pedro,5.0,5.0,8
gaetano,5.5,5.5,8
adopo,5.0,5.0,8
folorunsho,5.5,5.5,8
prati,5.0,5.0,8
felici,7.0,10.0,8
liteta,6.0,6.0,8
pavoletti,6.5,6.0,8
luvumbo,6.0,6.0,8
borrelli,6.0,5.5,8
pisacane,6.5,6.5,8
butez,6.5,6.5,8
diego carlos,6.5,6.0,8
vojvoda,6.0,6.0,8
moreno alb,6.0,6.0,8
kempf,6.0,6.0,8
smolcic i,5.5,5.5,8
caqueret,6.5,6.5,8
da cunha,6.0,6.0,8
perrone,6.0,6.0,8
paz n,5.5,5.5,8
baturina,6.0,6.0,8
morata,5.5,5.5,8
diao,5.5,5.5,8
douvikas,6.0,6.0,8
kuhn,6.0,6.0,8
fabregas,6.0,6.0,8
silvestri,6.5,5.5,8
bianchetti,6.0,6.0,8
terracciano f,7.0,7.0,8
baschirotto,6.5,6.5,8
barbieri,7.0,7.0,8
faye,6.0,6.0,8
folino,6.0,6.0,8
floriani mussolini,5.5,5.0,8
zerbin,6.5,6.5,8
payero,6.5,6.5,8
sarmiento j,6.0,6.0,8
vandeputte,6.5,6.5,8
sanabria,6.0,6.0,8
vardy,7.0,9.5,8
nicola,6.5,6.5,8
de gea,6.0,4.0,8
gosens,5.0,4.5,8
ranieri l,5.5,5.5,8
marì,5.5,5.5,8
pongracic,5.5,5.5,8
dodò,6.0,6.0,8
fortini,6.0,6.0,8
mandragora,5.5,5.5,8
nicolussi caviglia,5.5,5.5,8
fagioli,5.5,5.5,8
sabiri,5.5,5.5,8
gudmundsson a,6.5,9.0,8
ndour,6.0,6.0,8
dzeko,5.5,5.0,8
kean,7.0,10.0,8
pioli,5.5,5.5,8
leali,7.5,5.5,8
sabelli,5.5,3.5,8
vasquez,6.0,6.0,8
ostigard,6.0,6.0,8
norton-cuffy,6.0,6.0,8
thorsby,7.0,10.0,8
malinovskyi,6.5,6.5,8
cornet,5.0,5.0,8
frendrup,6.0,5.5,8
ellertsson,5.5,5.5,8
onana j,5.5,5.5,8
masini,5.5,5.5,8
ekuban,5.5,5.5,8
ekhator,6.0,5.5,8
vieira p,5.5,5.5,8
sommer,6.0,3.0,8
dimarco,6.0,6.0,8
acerbi,5.0,5.0,8
bastoni,6.0,5.5,8
akanji,5.0,5.0,8
dumfries,5.5,5.5,8
zielinski,5.5,5.5,8
barella,6.0,6.0,8
calhanoglu,7.0,10.0,8
mkhitaryan,5.5,5.5,8
frattesi,6.0,6.0,8
luis henrique,5.5,5.5,8
sucic p,6.0,6.0,8
martinez l,5.0,5.0,8
bonny,5.5,5.5,8
esposito fp,5.5,5.5,8
chivu,5.5,5.5,8
perin,6.0,5.0,8
kalulu,6.0,6.0,8
cambiaso,6.0,6.0,8
gatti,5.5,5.5,8
kelly l,5.5,5.0,8
locatelli,6.0,5.5,8
kostic,5.5,5.5,8
mckennie,5.5,5.0,8
thuram k,5.5,5.5,8
koopmeiners,6.0,5.5,8
conceicao,6.0,6.0,8
vlahovic,5.5,5.5,8
david,5.0,5.0,8
openda,6.0,6.0,8
yildiz,6.0,6.0,8
tudor,5.0,5.0,8
provedel,6.0,6.0,8
romagnoli,6.5,6.5,8
marusic,5.5,5.5,8
lazzari,6.0,5.5,8
pellegrini lu,6.0,6.0,8
gila,6.5,6.5,8
vecino,5.5,5.5,8
cataldi,6.5,7.5,8
zaccagni,6.0,6.0,8
guendouzi,6.5,6.0,8
basic,7.0,10.0,8
isaksen,7.0,7.0,8
dia,6.0,6.0,8
sarri,7.0,7.0,8
falcone,6.0,3.0,8
gallo,5.5,5.5,8
gaspar k,5.0,4.5,8
tiago gabriel,5.5,5.5,8
veiga d,5.0,5.0,8
maleh,6.0,6.0,8
helgason,5.0,5.0,8
berisha m,6.5,9.5,8
ramadani,6.0,6.0,8
pierotti,6.5,6.5,8
tete morente,5.5,5.5,8
sala a,6.0,7.0,8
banda,6.0,6.0,8
camarda,6.0,6.0,8
ndri,6.5,9.5,8
stulic,5.5,5.0,8
di francesco,5.5,5.5,8
maignan,5.5,3.5,8
gabbia,5.5,5.5,8
pavlovic,6.0,6.0,8
de winter,5.0,5.0,8
bartesaghi,6.0,6.0,8
athekame,6.0,8.5,8
modric,6.5,7.5,8
fofana y,6.0,6.0,8
saelemaekers,6.0,6.0,8
ricci s,6.0,6.0,8
leao,7.0,10.0,8
nkunku,5.5,5.5,8
gimenez,5.5,5.5,8
allegri,5.5,5.5,8
milinkovic-savic v,6.5,5.5,8
juan jesus,6.5,6.5,8
spinazzola,6.5,7.5,8
buongiorno,5.5,5.5,8
di lorenzo,6.5,6.0,8
olivera,5.5,5.5,8
politano,6.0,6.0,8
de bruyne,7.0,10.0,8
zambo anguissa,7.5,10.5,8
mctominay,7.0,10.0,8
gilmour,5.5,5.0,8
neres,6.5,7.5,8
conte,7.0,6.5,8
suzuki,6.0,6.0,8
valenti,6.5,6.5,8
circati,6.5,6.5,8
delprato,6.0,6.0,8
britschgi,6.0,6.0,8
hernani,6.0,6.0,8
estevez,6.0,6.0,8
bernabè,6.5,6.5,8
keita m,6.0,6.0,8
ordonez c,5.5,5.5,8
sorensen o,6.0,6.0,8
cutrone,6.0,6.0,8
benedyczak,6.0,6.0,8
pellegrino m,6.0,6.0,8
cuesta,6.5,6.5,8
semper,6.0,4.0,8
albiol,6.0,6.0,8
cuadrado,7.0,10.0,8
caracciolo a,6.0,6.0,8
calabresi,6.0,6.0,8
bonfanti,5.5,5.5,8
canestrelli,6.0,6.0,8
tramoni m,5.0,5.0,8
aebischer,6.0,5.5,8
akinsanmiro,6.5,7.5,8
tourè i,6.0,6.0,8
vural,6.0,5.5,8
nzola,7.0,9.5,8
moreo,6.0,6.0,8
meister,5.5,5.5,8
gilardino,6.5,6.0,8
svilar,6.5,6.5,8
mancini,6.5,6.0,8
ndicka,6.0,6.0,8
celik,6.5,6.5,8
hermoso,6.0,5.5,8
tsimikas,6.0,6.0,8
wesley,6.0,6.0,8
pellegrini lo,6.5,6.5,8
cristante,6.5,6.5,8
bailey,6.0,6.0,8
konè m,6.5,6.5,8
el aynaoui,6.0,6.0,8
dybala,7.0,10.0,8
soulè,6.0,6.0,8
dovbyk,6.5,6.5,8
gasperini,6.0,6.0,8
muric,6.5,5.5,8
romagna,5.5,5.5,8
walukiewicz,5.5,5.5,8
doig,6.0,5.5,8
idzes,5.5,5.5,8
candè,5.5,5.5,8
matic,5.5,5.5,8
vranckx,6.0,6.0,8
volpato,5.5,5.0,8
thorstvedt,5.0,4.5,8
konè i,5.5,5.5,8
fadera,6.0,6.0,8
berardi,5.5,5.5,8
pinamonti,5.0,5.0,8
grosso,6.0,5.5,8
paleari,7.0,6.0,8
biraghi,5.5,5.5,8
lazaro,6.5,7.5,8
maripan,7.0,10.0,8
ismajli,6.0,6.0,8
pedersen,6.0,6.0,8
coco,6.0,6.0,8
tameze,6.0,6.0,8
vlasic,5.5,5.0,8
asllani,5.0,5.0,8
casadei,5.5,5.0,8
gineitis,6.0,6.0,8
simeone,5.5,5.5,8
ngonge,6.5,6.5,8
adams c,5.5,5.5,8
baroni,6.5,6.5,8
okoye,5.0,3.0,8
kabasele,6.0,6.0,8
zanoli,6.0,6.0,8
kamara h,5.5,5.5,8
bertola,6.5,6.5,8
goglichidze,6.5,6.5,8
solet,6.0,6.0,8
zaniolo,6.5,6.5,8
karlstrom,7.0,10.0,8
ekkelenkamp,5.5,5.5,8
atta,7.5,9.5,8
piotrowski,6.5,6.5,8
davis k,7.0,9.5,8
bayo v,6.5,7.5,8
buksa,7.0,9.5,8
runjaic,6.5,6.5,8
montipò,6.0,4.0,8
bradaric,6.0,6.0,8
unai nunez,6.0,6.0,8
valentini n,6.5,6.5,8
nelsson,5.5,5.0,8
belghali,6.5,6.5,8
cham,4.5,4.5,8
bella-kotchap,6.0,6.0,8
gagliardini,7.0,9.5,8
akpa akpro,6.0,5.5,8
harroui,6.0,6.0,8
serdar,6.0,6.0,8
bernede,6.5,6.5,8
sarr a,6.0,6.0,8
orban g,6.5,9.5,8
giovane,7.0,9.0,8
zanetti,6.0,6.0,8
carnesecchi,6.0,5.0,9
zappacosta,6.5,6.5,9
djimsiti,6.0,6.0,9
bellanova,6.0,6.0,9
kossounou,6.0,6.0,9
hien,6.0,6.0,9
ahanor,5.5,5.5,9
bernasconi,6.5,6.5,9
de roon,6.0,6.0,9
pasalic,7.0,8.0,9
brescianini,6.0,5.5,9
ederson ds,6.0,6.0,9
lookman,7.0,10.0,9
de ketelaere,6.0,6.0,9
juric,6.0,6.0,9
skorupski,6.0,6.0,9
lykogiannis,6.5,6.0,9
zortea,6.0,6.0,9
lucumì,6.5,6.5,9
vitik,5.5,5.5,9
bernardeschi,6.0,6.0,9
freuler,6.0,6.0,9
orsolini,5.5,5.5,9
odgaard,5.5,5.0,9
ferguson,6.0,6.0,9
moro n,6.0,6.0,9
cambiaghi,5.5,5.5,9
castro s,5.5,5.5,9
dallinga,5.5,5.5,9
dominguez b,5.5,5.5,9
italiano,6.0,6.0,9
caprile,6.0,3.5,9
zappa,6.5,6.5,9
obert,5.0,4.5,9
palestra,6.5,6.5,9
idrissi r,5.5,5.0,9
zè pedro,5.5,5.5,9
gaetano,6.0,6.0,9
adopo,6.0,6.0,9
folorunsho,5.5,5.0,9
prati,6.0,6.0,9
felici,6.5,7.5,9
pavoletti,6.0,6.0,9
esposito se,7.0,10.0,9
borrelli,5.5,5.5,9
pisacane,5.5,5.5,9
butez,5.5,4.5,9
diego carlos,6.5,6.5,9
vojvoda,7.0,10.0,9
posch,7.0,10.0,9
valle,6.5,7.5,9
ramon,6.5,6.5,9
caqueret,6.0,7.0,9
da cunha,6.5,6.5,9
paz n,6.0,5.5,9
diao,5.5,5.5,9
douvikas,7.0,10.0,9
kuhn,5.5,5.5,9
rodriguez je,6.5,7.5,9
fabregas,7.0,7.0,9
audero,6.5,6.5,9
bianchetti,7.0,7.0,9
terracciano f,6.5,6.5,9
baschirotto,6.5,6.5,9
barbieri,6.5,6.0,9
faye,6.0,6.0,9
floriani mussolini,6.0,6.0,9
vazquez,6.0,6.0,9
bondo,6.5,6.5,9
payero,6.0,6.0,9
vandeputte,7.0,8.0,9
bonazzoli,8.0,14.0,9
vardy,6.0,6.0,9
nicola,7.5,7.5,9
de gea,7.5,4.5,9
gosens,6.0,6.0,9
marì,5.5,5.5,9
viti,5.0,4.0,9
dodò,5.5,5.5,9
comuzzo,5.0,5.0,9
mandragora,5.5,5.5,9
fagioli,5.5,5.5,9
sohm,6.0,6.0,9
gudmundsson a,5.5,5.5,9
fazzini,5.5,5.5,9
ndour,5.5,5.5,9
dzeko,6.0,6.0,9
kean,5.5,5.5,9
pioli,5.0,5.0,9
leali,6.0,3.5,9
martin,6.0,6.0,9
vasquez,6.0,6.0,9
ostigard,6.0,6.0,9
norton-cuffy,5.5,5.5,9
malinovskyi,5.5,5.5,9
cornet,5.0,5.0,9
frendrup,5.5,5.5,9
ellertsson,5.5,5.5,9
carboni v,5.5,5.0,9
masini,6.0,6.0,9
colombo,5.5,5.5,9
ekuban,5.0,5.0,9
vitinha o,5.0,4.5,9
ekhator,5.0,5.0,9
vieira p,4.0,4.0,9
sommer,6.0,6.0,9
dimarco,6.5,6.5,9
bastoni,6.5,6.5,9
akanji,7.0,7.0,9
dumfries,6.0,6.0,9
bisseck,6.5,6.5,9
barella,6.5,7.5,9
calhanoglu,8.0,14.0,9
sucic p,7.0,10.0,9
martinez l,6.0,7.0,9
bonny,6.5,6.5,9
esposito fp,6.0,5.5,9
chivu,7.0,7.0,9
di gregorio,6.0,4.5,9
kalulu,6.5,6.5,9
cambiaso,6.5,7.5,9
gatti,7.0,10.0,9
kelly l,6.0,6.0,9
locatelli,6.0,6.0,9
kostic,6.5,6.5,9
mckennie,6.0,6.0,9
vlahovic,7.0,10.0,9
david,6.0,6.0,9
openda,6.0,6.0,9
yildiz,7.0,10.0,9
brambilla,7.0,7.0,9
provedel,6.5,6.5,9
romagnoli,6.5,6.5,9
marusic,6.0,6.0,9
lazzari,6.0,6.0,9
pellegrini lu,5.5,5.5,9
gila,6.0,6.0,9
provstgaard,6.0,6.0,9
vecino,6.0,6.0,9
cataldi,6.0,6.0,9
zaccagni,6.0,6.0,9
guendouzi,6.0,5.5,9
basic,6.5,6.5,9
isaksen,5.5,5.5,9
pedro,5.5,5.0,9
dia,5.5,5.5,9
sarri,5.5,5.5,9
falcone,6.0,5.0,9
gallo,6.0,6.0,9
gaspar k,6.0,6.0,9
tiago gabriel,6.0,6.0,9
veiga d,6.5,6.5,9
maleh,6.0,6.0,9
coulibaly l,6.0,6.0,9
berisha m,6.0,6.0,9
ramadani,6.0,5.5,9
pierotti,5.5,5.5,9
pierret,6.0,6.0,9
tete morente,5.5,5.5,9
banda,6.5,6.5,9
camarda,5.0,2.0,9
ndri,5.5,5.0,9
stulic,5.5,5.5,9
di francesco,5.5,5.5,9
maignan,6.5,5.5,9
gabbia,6.0,5.5,9
tomori,5.5,5.5,9
pavlovic,6.0,6.0,9
bartesaghi,6.0,6.0,9
modric,6.0,5.5,9
loftus-cheek,6.0,6.0,9
fofana y,6.0,6.0,9
saelemaekers,5.5,5.5,9
ricci s,7.0,10.0,9
leao,5.5,5.5,9
nkunku,5.5,5.5,9
gimenez,5.0,4.5,9
allegri,6.0,6.0,9
milinkovic-savic v,7.0,10.0,9
juan jesus,5.0,5.0,9
spinazzola,6.5,6.5,9
buongiorno,6.5,6.5,9
di lorenzo,6.0,6.0,9
olivera,6.0,5.5,9
politano,5.5,5.5,9
zambo anguissa,7.0,10.0,9
elmas,5.5,5.5,9
mctominay,6.0,6.0,9
gilmour,6.5,6.5,9
neres,7.0,8.0,9
hojlund,5.5,5.5,9
lucca,5.5,5.5,9
lang,6.5,6.5,9
conte,7.0,7.0,9
suzuki,6.0,4.0,9
valenti,6.0,6.0,9
circati,7.0,10.0,9
delprato,5.5,5.0,9
britschgi,6.0,6.0,9
estevez,6.0,6.0,9
bernabè,5.0,5.0,9
ordonez c,5.5,5.0,9
sorensen o,5.5,5.5,9
cutrone,5.5,5.5,9
benedyczak,6.5,7.5,9
pellegrino m,6.0,5.5,9
cuesta,5.0,5.0,9
semper,6.5,6.5,9
cuadrado,6.5,6.0,9
caracciolo a,6.5,6.5,9
calabresi,6.0,6.0,9
canestrelli,6.0,6.0,9
angori,6.5,6.5,9
denoon,5.5,5.0,9
leris,5.5,5.5,9
tramoni m,5.5,5.5,9
aebischer,6.0,6.0,9
akinsanmiro,6.0,6.0,9
tourè i,6.0,6.0,9
marin m,6.0,6.0,9
nzola,6.0,6.0,9
moreo,6.5,6.5,9
gilardino,6.5,6.5,9
svilar,7.0,6.0,9
mancini,6.5,6.5,9
ndicka,6.0,6.0,9
celik,6.5,6.5,9
hermoso,7.0,10.0,9
rensch,5.5,5.5,9
wesley,6.0,6.0,9
cristante,6.5,6.5,9
bailey,5.5,5.5,9
konè m,7.0,7.0,9
el aynaoui,6.0,6.0,9
dybala,6.5,7.5,9
soulè,6.0,6.0,9
dovbyk,7.0,10.0,9
gasperini,7.0,7.0,9
muric,6.0,5.0,9
walukiewicz,6.0,5.5,9
coulibaly w,6.0,6.0,9
idzes,5.5,5.5,9
candè,5.5,5.5,9
matic,6.5,6.5,9
vranckx,6.0,6.0,9
volpato,7.0,8.0,9
thorstvedt,6.0,5.5,9
konè i,6.5,6.5,9
fadera,5.5,5.0,9
pinamonti,7.0,10.0,9
laurientè,7.0,10.0,9
moro l,6.0,6.0,9
grosso,6.5,6.5,9
paleari,6.5,6.5,9
lazaro,6.0,6.0,9
maripan,6.5,6.5,9
ismajli,6.0,5.5,9
pedersen,6.0,6.0,9
coco,7.0,7.0,9
tameze,6.0,5.5,9
ilic,6.0,5.5,9
vlasic,6.0,6.0,9
casadei,6.5,6.5,9
gineitis,6.0,6.0,9
simeone,5.5,5.5,9
ngonge,5.5,5.5,9
adams c,5.5,5.5,9
baroni,6.0,6.0,9
okoye,7.0,4.0,9
kabasele,5.5,5.5,9
zanoli,6.0,6.0,9
kamara h,5.5,5.5,9
ehizibue,6.0,6.0,9
goglichidze,4.0,3.5,9
solet,6.0,6.0,9
zaniolo,7.0,10.0,9
lovric,5.5,5.0,9
karlstrom,5.5,5.5,9
atta,6.0,6.0,9
piotrowski,6.0,5.5,9
miller l,6.0,5.5,9
davis k,5.5,5.5,9
bayo v,5.5,5.5,9
buksa,5.5,5.5,9
runjaic,5.0,5.0,9
montipò,6.0,3.0,9
bradaric,5.5,5.5,9
frese,5.5,5.5,9
valentini n,5.5,5.5,9
nelsson,5.0,4.5,9
belghali,6.5,6.0,9
bella-kotchap,5.5,5.5,9
gagliardini,5.5,5.0,9
niasse,5.5,5.5,9
serdar,7.0,10.0,9
bernede,5.0,5.0,9
sarr a,5.5,5.5,9
orban g,5.0,4.5,9
giovane,6.0,6.0,9
zanetti,5.5,5.5,9
carnesecchi,6.5,5.5,10
zappacosta,5.5,5.5,10
djimsiti,6.0,6.0,10
bellanova,6.0,6.0,10
kossounou,6.0,6.0,10
hien,5.5,5.5,10
pasalic,5.5,5.5,10
samardzic,5.5,5.5,10
zalewski,5.0,5.0,10
ederson ds,5.5,5.0,10
scamacca,5.5,5.5,10
lookman,5.5,5.5,10
sulemana k,5.0,5.0,10
de ketelaere,5.5,5.0,10
krstovic,5.0,4.5,10
juric,4.5,4.5,10
skorupski,6.0,5.0,10
miranda j,7.0,10.0,10
holm,6.5,7.5,10
lucumì,6.0,6.0,10
heggem,6.0,6.0,10
freuler,6.0,6.0,10
orsolini,6.0,6.0,10
odgaard,6.0,6.0,10
pobega,6.5,6.5,10
moro n,6.0,6.0,10
fabbian,6.0,6.0,10
rowe,6.5,6.5,10
cambiaghi,6.5,7.0,10
castro s,7.5,13.0,10
dallinga,6.0,6.0,10
italiano,7.0,7.0,10
caprile,6.5,4.5,10
luperto,5.0,5.0,10
mina,5.5,5.5,10
zappa,5.5,5.5,10
palestra,6.0,6.0,10
gaetano,5.5,5.0,10
adopo,5.0,5.0,10
folorunsho,6.0,6.0,10
prati,5.0,5.0,10
felici,6.0,5.5,10
esposito se,5.5,5.5,10
luvumbo,5.5,5.5,10
borrelli,5.5,5.5,10
kilicsoy,6.0,6.0,10
pisacane,5.5,5.5,10
butez,6.0,6.0,10
diego carlos,6.5,6.5,10
posch,6.0,6.0,10
valle,6.0,6.0,10
ramon,6.5,6.5,10
smolcic i,6.5,6.0,10
caqueret,6.5,6.5,10
da cunha,6.0,6.0,10
perrone,6.0,5.5,10
